time,ego_id,target_id,distance,relative_speed,camera,ultrasonic,angle,risk_score
1613,403,75,68.832,0.0,0.492,0,-1.488,0.081
1613,403,850,38.994,0.0,0.631,0,2.205,0.107
1613,403,91,77.332,0.0,0.463,0,-1.091,0.076
1614,175,103,39.152,0.0,0.63,0,-2.972,0.107
1614,175,121,13.693,0.0,0.83,0,1.335,0.158
1614,175,124,76.164,0.0,0.467,0,-1.571,0.076
1614,175,135,24.496,0.0,0.731,0,-2.869,0.129
1614,175,147,59.028,0.0,0.53,0,-2.975,0.088
1614,175,153,73.392,0.0,0.476,0,1.527,0.078
1614,175,158,28.497,0.0,0.701,0,1.458,0.122
1614,175,166,17.39,0.0,0.793,0,-2.752,0.146
1614,175,177,7.501,0.0,0.899,0,1.571,0.194
1614,175,178,15.002,0.0,0.816,0,1.571,0.154
1614,175,183,22.503,0.0,0.748,0,1.571,0.133
1614,175,185,30.004,0.0,0.69,0,1.571,0.12
1614,175,192,15.829,0.0,0.808,0,-1.367,0.151
1614,175,206,37.505,0.0,0.64,0,1.571,0.109
1614,175,214,23.225,0.0,0.742,0,-1.433,0.132
1614,175,234,52.507,0.0,0.559,0,1.571,0.093
1614,175,244,11.338,0.0,0.855,0,-2.098,0.169
1614,175,248,75.578,0.0,0.469,0,-1.528,0.077
1614,175,266,16.442,0.0,0.802,0,-2.503,0.149
1614,175,285,75.01,0.0,0.471,0,1.571,0.077
1614,175,35,6.636,0.0,0.909,0,1.068,0.202
1614,175,50,46.16,0.0,0.591,0,-1.571,0.099
1614,175,54,35.96,0.0,0.65,0,1.482,0.111
1614,175,567,68.663,0.0,0.493,0,-1.571,0.081
1614,175,624,31.158,0.0,0.681,0,-1.571,0.118
1614,175,63,22.906,0.0,0.744,0,-2.699,0.133
1614,175,660,23.657,0.0,0.738,0,-1.571,0.131
1614,175,69,53.999,0.0,0.552,0,-3.019,0.092
1614,175,86,30.671,0.0,0.685,0,-1.466,0.119
1615,598,232,54.407,0.0,0.551,0,-2.035,0.092
1615,598,263,50.071,0.0,0.571,0,-2.154,0.095
1615,598,292,7.501,0.0,0.899,0,0.0,0.194
1615,598,310,65.899,0.0,0.503,0,-0.049,0.083
1615,598,312,74.721,0.0,0.472,0,-0.249,0.077
1615,598,343,69.96,0.0,0.488,0,-1.976,0.08
1615,598,366,60.008,0.0,0.526,0,0.0,0.087
1615,598,372,35.96,0.0,0.65,0,-0.089,0.111
1615,598,401,44.004,0.0,0.602,0,-2.248,0.101
1615,598,434,21.06,0.0,0.76,0,-0.153,0.137
1615,598,439,13.693,0.0,0.83,0,-0.236,0.158
1615,598,443,6.636,0.0,0.909,0,-0.503,0.202
1615,598,457,33.654,0.0,0.665,0,-2.531,0.114
1615,598,488,3.618,0.0,0.949,1,-2.056,0.301
1615,598,491,9.73,0.0,0.873,0,-2.806,0.177
1615,598,508,16.994,0.0,0.797,0,-2.952,0.147
1615,598,514,26.8,0.0,0.713,0,-2.713,0.125
1615,598,536,27.838,0.0,0.705,0,-2.987,0.123
1615,598,549,15.002,0.0,0.816,0,3.142,0.154
1615,598,554,7.501,0.0,0.899,0,3.142,0.194
1615,598,575,35.74,0.0,0.651,0,-2.321,0.111
1615,598,601,15.002,0.0,0.816,0,0.0,0.154
1615,598,609,41.542,0.0,0.616,0,-2.198,0.104
1615,598,610,22.503,0.0,0.748,0,0.0,0.133
1615,598,616,30.004,0.0,0.69,0,0.0,0.12
1615,598,630,47.819,0.0,0.582,0,-2.106,0.098
1615,598,636,61.205,0.0,0.521,0,-1.98,0.086
1615,598,72,22.503,0.0,0.748,0,3.142,0.133
1615,598,739,37.505,0.0,0.64,0,0.0,0.109
1615,598,850,52.507,0.0,0.559,0,0.0,0.093
1615,598,95,68.151,0.0,0.494,0,-1.937,0.081
1616,568,108,53.674,0.0,0.554,0,0.509,0.092
1616,568,123,37.505,0.0,0.64,0,3.142,0.109
1616,568,149,7.501,0.0,0.899,0,0.0,0.194
1616,568,15,3.618,0.0,0.949,1,1.085,0.301
1616,568,230,56.653,0.0,0.541,0,2.649,0.09
1616,568,239,30.004,0.0,0.69,0,3.142,0.12
1616,568,240,65.228,0.0,0.505,0,0.695,0.083
1616,568,242,70.155,0.0,0.487,0,2.363,0.08
1616,568,249,61.708,0.0,0.519,0,2.608,0.086
1616,568,251,56.796,0.0,0.54,0,0.491,0.09
1616,568,276,74.722,0.0,0.472,0,3.142,0.077
1616,568,282,35.96,0.0,0.65,0,3.052,0.111
1616,568,286,53.516,0.0,0.555,0,2.773,0.092
1616,568,293,65.843,0.0,0.503,0,2.509,0.083
1616,568,295,28.496,0.0,0.701,0,3.029,0.122
1616,568,301,70.535,0.0,0.486,0,2.424,0.08
1616,568,322,21.06,0.0,0.76,0,2.989,0.137
1616,568,323,13.693,0.0,0.83,0,2.906,0.158
1616,568,361,6.636,0.0,0.909,0,2.638,0.202
1616,568,376,51.449,0.0,0.564,0,0.231,0.094
1616,568,415,9.73,0.0,0.873,0,0.335,0.177
1616,568,425,16.994,0.0,0.797,0,0.189,0.147
1616,568,430,24.402,0.0,0.732,0,0.132,0.129
1616,568,437,31.853,0.0,0.677,0,0.101,0.117
1616,568,495,37.505,0.0,0.64,0,0.0,0.109
1616,568,50,79.044,0.0,0.458,0,0.936,0.075
1616,568,504,39.323,0.0,0.629,0,0.081,0.107
1616,568,511,46.691,0.0,0.588,0,0.079,0.099
1616,568,542,15.002,0.0,0.816,0,0.0,0.154
1616,568,583,7.501,0.0,0.899,0,3.142,0.194
1616,568,590,67.554,0.0,0.497,0,0.804,0.082
1616,568,602,15.002,0.0,0.816,0,3.142,0.154
1616,568,67,58.25,0.0,0.534,0,2.719,0.088
1617,252,115,74.402,0.0,0.473,0,0.767,0.078
1617,252,131,56.375,0.0,0.542,0,1.334,0.09
1617,252,141,69.79,0.0,0.489,0,0.903,0.08
1617,252,146,74.666,0.0,0.472,0,0.824,0.077
1617,252,156,10.584,0.0,0.863,0,1.878,0.173
1617,252,176,40.221,0.0,0.624,0,1.65,0.106
1617,252,191,22.503,0.0,0.748,0,1.571,0.133
1617,252,196,15.002,0.0,0.816,0,1.571,0.154
1617,252,197,7.501,0.0,0.899,0,1.571,0.194
1617,252,217,68.085,0.0,0.495,0,1.618,0.081
1617,252,221,60.593,0.0,0.524,0,1.624,0.087
1617,252,238,75.578,0.0,0.469,0,1.613,0.077
1617,252,272,7.501,0.0,0.899,0,-1.571,0.194
1617,252,300,71.544,0.0,0.482,0,-0.743,0.079
1617,252,359,15.002,0.0,0.816,0,-1.571,0.154
1617,252,371,22.503,0.0,0.748,0,-1.571,0.133
1617,252,375,30.004,0.0,0.69,0,-1.571,0.12
1617,252,433,37.505,0.0,0.64,0,-1.571,0.109
1617,252,487,45.884,0.0,0.592,0,-1.397,0.1
1617,252,489,47.756,0.0,0.583,0,-1.242,0.098
1617,252,500,48.193,0.0,0.58,0,-1.567,0.097
1617,252,557,27.603,0.0,0.707,0,-1.687,0.124
1617,252,574,20.171,0.0,0.768,0,-1.73,0.139
1617,252,596,12.82,0.0,0.839,0,-1.823,0.162
1617,252,605,5.863,0.0,0.919,1,-2.148,0.261
1617,252,631,4.115,0.0,0.942,1,2.462,0.289
1617,252,659,17.879,0.0,0.789,0,1.751,0.145
1617,252,694,68.662,0.0,0.493,0,1.571,0.081
1618,384,134,15.581,0.0,0.811,0,0.207,0.152
1618,384,156,67.343,0.0,0.497,0,2.09,0.082
1618,384,169,45.366,0.0,0.595,0,0.071,0.1
1618,384,180,7.929,0.0,0.894,0,2.726,0.19
1618,384,191,77.057,0.0,0.464,0,1.973,0.076
1618,384,231,37.887,0.0,0.638,0,0.085,0.109
1618,384,252,57.038,0.0,0.539,0,2.129,0.089
1618,384,272,50.829,0.0,0.567,0,2.207,0.095
1618,384,274,77.776,0.0,0.462,0,0.457,0.076
1618,384,278,37.505,0.0,0.64,0,0.0,0.109
1618,384,304,15.002,0.0,0.816,0,0.0,0.154
1618,384,33,8.383,0.0,0.888,0,0.392,0.187
1618,384,360,7.501,0.0,0.899,0,0.0,0.194
1618,384,371,39.771,0.0,0.626,0,2.433,0.106
1618,384,4,3.21,0.0,0.954,1,1.494,0.312
1618,384,429,7.501,0.0,0.899,0,3.142,0.194
1618,384,433,32.094,0.0,0.675,0,2.795,0.116
1618,384,465,29.895,0.0,0.69,0,3.023,0.12
1618,384,482,15.002,0.0,0.816,0,3.142,0.154
1618,384,487,22.485,0.0,0.748,0,2.999,0.133
1618,384,489,15.098,0.0,0.815,0,2.928,0.153
1618,384,500,29.991,0.0,0.69,0,3.135,0.12
1618,384,523,33.921,0.0,0.663,0,2.965,0.114
1618,384,557,39.433,0.0,0.628,0,2.581,0.107
1618,384,62,22.974,0.0,0.744,0,0.14,0.132
1619,414,168,78.807,0.0,0.458,0,-1.324,0.075
1619,414,232,22.083,0.0,0.751,0,-1.425,0.134
1619,414,250,45.006,0.0,0.597,0,-1.571,0.1
1619,414,263,15.002,0.0,0.816,0,-1.571,0.154
1619,414,343,37.505,0.0,0.64,0,-1.571,0.109
1619,414,352,74.717,0.0,0.472,0,0.321,0.077
1619,414,372,67.641,0.0,0.496,0,0.356,0.082
1619,414,386,60.668,0.0,0.524,0,0.399,0.087
1619,414,40,8.76,0.0,0.884,0,1.197,0.184
1619,414,401,7.501,0.0,0.899,0,-1.571,0.194
1619,414,439,47.208,0.0,0.585,0,0.523,0.098
1619,414,457,7.501,0.0,0.899,0,1.571,0.194
1619,414,488,35.025,0.0,0.656,0,0.739,0.112
1619,414,491,29.91,0.0,0.69,0,0.909,0.12
1619,414,506,15.002,0.0,0.816,0,1.571,0.154
1619,414,508,25.981,0.0,0.72,0,1.138,0.126
1619,414,514,15.979,0.0,0.807,0,1.369,0.15
1619,414,536,22.498,0.0,0.748,0,1.568,0.133
1619,414,554,33.478,0.0,0.666,0,0.928,0.114
1619,414,575,3.266,0.0,0.953,1,0.201,0.31
1619,414,598,38.447,0.0,0.634,0,0.771,0.108
1619,414,609,7.559,0.0,0.898,0,-1.134,0.193
1619,414,630,14.701,0.0,0.819,0,-1.351,0.155
1619,414,72,27.266,0.0,0.71,0,1.384,0.124
1619,414,88,79.661,0.0,0.456,0,-1.166,0.075
1620,63,103,18.172,0.0,0.786,0,2.965,0.144
1620,63,111,48.5,0.0,0.579,0,-1.13,0.097
1620,63,121,33.252,0.0,0.667,0,0.769,0.115
1620,63,124,69.517,0.0,0.49,0,-1.268,0.081
1620,63,126,76.31,0.0,0.466,0,-3.067,0.076
1620,63,135,4.309,0.0,0.939,1,2.305,0.285
1620,63,136,7.501,0.0,0.899,0,3.142,0.194
1620,63,147,37.505,0.0,0.64,0,3.142,0.109
1620,63,159,45.006,0.0,0.597,0,3.142,0.1
1620,63,166,5.616,0.0,0.922,1,0.606,0.264
1620,63,175,22.906,0.0,0.744,0,0.442,0.133
1620,63,177,26.981,0.0,0.712,0,0.696,0.125
1620,63,206,51.638,0.0,0.564,0,1.158,0.094
1620,63,210,36.971,0.0,0.643,0,-0.868,0.11
1620,63,244,15.002,0.0,0.816,0,0.0,0.154
1620,63,266,7.501,0.0,0.899,0,0.0,0.194
1620,63,41,15.002,0.0,0.816,0,3.142,0.154
1620,63,567,62.397,0.0,0.517,0,-1.233,0.085
1620,63,590,55.376,0.0,0.546,0,-1.188,0.091
1620,63,64,10.869,0.0,0.86,0,2.843,0.171
1620,63,69,33.046,0.0,0.669,0,3.045,0.115
1620,63,70,30.004,0.0,0.69,0,3.142,0.12
1620,63,81,38.842,0.0,0.632,0,0.908,0.107
1620,63,86,31.622,0.0,0.678,0,-0.714,0.117
1620,63,91,40.518,0.0,0.622,0,3.063,0.105
1620,63,913,58.25,0.0,0.534,0,1.148,0.088
1621,177,103,41.087,0.0,0.619,0,-2.791,0.105
1621,177,121,6.636,0.0,0.909,0,1.068,0.202
1621,177,135,27.483,0.0,0.708,0,-2.603,0.124
1621,177,153,65.899,0.0,0.503,0,1.522,0.083
1621,177,166,21.394,0.0,0.757,0,-2.422,0.136
1621,177,175,7.501,0.0,0.899,0,-1.571,0.194
1621,177,178,7.501,0.0,0.899,0,1.571,0.194
1621,177,183,15.002,0.0,0.816,0,1.571,0.154
1621,177,192,23.225,0.0,0.742,0,-1.433,0.132
1621,177,214,30.671,0.0,0.685,0,-1.466,0.119
1621,177,220,37.505,0.0,0.64,0,1.571,0.109
1621,177,236,68.084,0.0,0.495,0,-1.524,0.081
1621,177,244,18.217,0.0,0.785,0,-1.889,0.144
1621,177,267,52.507,0.0,0.559,0,1.571,0.093
1621,177,298,75.01,0.0,0.471,0,1.571,0.077
1621,177,330,75.227,0.0,0.47,0,-2.91,0.077
1621,177,35,3.618,0.0,0.949,1,-0.485,0.301
1621,177,54,28.497,0.0,0.701,0,1.458,0.122
1621,177,624,38.659,0.0,0.633,0,-1.571,0.108
1621,177,63,26.981,0.0,0.712,0,-2.445,0.125
1621,177,660,31.158,0.0,0.681,0,-1.571,0.118
1621,177,81,13.693,0.0,0.83,0,1.335,0.158
1621,177,86,38.14,0.0,0.636,0,-1.487,0.108
1621,177,909,50.92,0.0,0.567,0,1.508,0.095
1621,177,91,62.701,0.0,0.515,0,-2.915,0.085
1621,177,912,43.437,0.0,0.605,0,1.497,0.102
1621,177,913,35.96,0.0,0.65,0,1.482,0.111
1622,375,156,40.22,0.0,0.624,0,1.65,0.106
1622,375,180,27.51,0.0,0.708,0,-0.585,0.124
1622,375,191,52.507,0.0,0.559,0,1.571,0.093
1622,375,197,37.505,0.0,0.64,0,1.571,0.109
1622,375,272,22.503,0.0,0.748,0,1.571,0.133
1622,375,283,62.941,0.0,0.514,0,-0.296,0.085
1622,375,33,40.866,0.0,0.62,0,-0.381,0.105
1622,375,359,15.002,0.0,0.816,0,1.571,0.154
1622,375,360,41.938,0.0,0.614,0,-0.454,0.104
1622,375,371,7.501,0.0,0.899,0,1.571,0.194
1622,375,429,29.206,0.0,0.695,0,-0.681,0.121
1622,375,433,7.501,0.0,0.899,0,-1.571,0.194
1622,375,465,14.861,0.0,0.818,0,-1.537,0.154
1622,375,487,17.136,0.0,0.796,0,-1.089,0.147
1622,375,490,19.931,0.0,0.77,0,-1.175,0.139
1622,375,500,18.19,0.0,0.786,0,-1.56,0.144
1622,375,523,12.82,0.0,0.839,0,-1.823,0.162
1622,375,547,5.864,0.0,0.919,1,-2.148,0.261
1622,375,557,4.115,0.0,0.942,1,2.462,0.289
1622,375,574,10.584,0.0,0.863,0,1.878,0.173
1622,375,596,17.879,0.0,0.789,0,1.751,0.145
1622,375,605,25.294,0.0,0.725,0,1.698,0.128
1622,375,631,32.749,0.0,0.671,0,1.669,0.115
1622,375,659,47.701,0.0,0.583,0,1.638,0.098
1622,375,680,55.188,0.0,0.547,0,1.629,0.091
1622,375,699,62.678,0.0,0.515,0,1.622,0.085
1622,375,82,77.639,0.0,0.462,0,1.609,0.076
1623,375,189,60.008,0.0,0.526,0,1.571,0.087
1623,375,190,62.321,0.0,0.517,0,-0.246,0.085
1623,375,196,45.006,0.0,0.597,0,1.571,0.1
1623,375,231,69.62,0.0,0.489,0,-0.22,0.08
1623,375,283,62.941,0.0,0.514,0,-0.296,0.085
1623,375,300,55.81,0.0,0.544,0,-0.336,0.09
1623,375,359,15.002,0.0,0.816,0,1.571,0.154
1623,375,371,7.501,0.0,0.899,0,1.571,0.194
1623,375,4,34.017,0.0,0.662,0,-0.463,0.114
1623,375,429,29.206,0.0,0.695,0,-0.681,0.121
1623,375,433,7.501,0.0,0.899,0,-1.571,0.194
1623,375,465,14.861,0.0,0.818,0,-1.537,0.154
1623,375,482,23.85,0.0,0.737,0,-0.88,0.131
1623,375,487,17.136,0.0,0.796,0,-1.089,0.147
1623,375,489,21.655,0.0,0.755,0,-0.777,0.135
1623,375,490,19.931,0.0,0.77,0,-1.175,0.139
1623,375,500,18.19,0.0,0.786,0,-1.56,0.144
1623,375,523,12.82,0.0,0.839,0,-1.823,0.162
1623,375,547,5.864,0.0,0.919,1,-2.148,0.261
1623,375,557,4.115,0.0,0.942,1,2.462,0.289
1623,375,574,10.584,0.0,0.863,0,1.878,0.173
1623,375,596,17.879,0.0,0.789,0,1.751,0.145
1623,375,605,25.294,0.0,0.725,0,1.698,0.128
1623,375,82,77.639,0.0,0.462,0,1.609,0.076
1624,457,217,67.509,0.0,0.497,0,-1.571,0.082
1624,457,232,29.525,0.0,0.693,0,-1.462,0.12
1624,457,250,52.507,0.0,0.559,0,-1.571,0.093
1624,457,352,72.698,0.0,0.478,0,0.223,0.079
1624,457,367,37.505,0.0,0.64,0,-1.571,0.109
1624,457,372,65.404,0.0,0.505,0,0.249,0.083
1624,457,40,3.266,0.0,0.953,1,0.201,0.31
1624,457,401,15.002,0.0,0.816,0,-1.571,0.154
1624,457,414,7.501,0.0,0.899,0,-1.571,0.194
1624,457,491,24.433,0.0,0.732,0,0.719,0.129
1624,457,506,7.501,0.0,0.899,0,1.571,0.194
1624,457,508,19.426,0.0,0.774,0,0.976,0.141
1624,457,512,15.979,0.0,0.807,0,1.348,0.15
1624,457,514,8.76,0.0,0.884,0,1.197,0.184
1624,457,536,14.997,0.0,0.816,0,1.566,0.154
1624,457,554,27.841,0.0,0.705,0,0.765,0.123
1624,457,575,7.559,0.0,0.898,0,-1.134,0.193
1624,457,601,46.745,0.0,0.588,0,0.425,0.099
1624,457,609,14.701,0.0,0.819,0,-1.351,0.155
1624,457,610,53.667,0.0,0.554,0,0.368,0.092
1624,457,630,22.083,0.0,0.751,0,-1.425,0.134
1624,457,636,36.991,0.0,0.643,0,-1.484,0.11
1624,457,692,59.441,0.0,0.529,0,-1.517,0.088
1624,457,72,19.945,0.0,0.77,0,1.314,0.139
1624,457,95,44.468,0.0,0.6,0,-1.499,0.101
1625,627,153,46.364,0.0,0.59,0,-0.448,0.099
1625,627,265,29.525,0.0,0.693,0,-3.033,0.12
1625,627,285,42.749,0.0,0.609,0,-0.445,0.103
1625,627,287,36.991,0.0,0.643,0,-3.055,0.11
1625,627,298,40.098,0.0,0.624,0,-0.275,0.106
1625,627,305,30.824,0.0,0.684,0,-0.104,0.118
1625,627,307,66.643,0.0,0.5,0,-2.743,0.082
1625,627,310,68.085,0.0,0.495,0,-3.095,0.081
1625,627,319,58.885,0.0,0.531,0,-2.99,0.088
1625,627,321,15.979,0.0,0.807,0,-0.202,0.15
1625,627,345,8.76,0.0,0.884,0,-0.374,0.184
1625,627,346,3.266,0.0,0.953,1,-1.369,0.31
1625,627,355,7.559,0.0,0.898,0,-2.704,0.193
1625,627,363,14.701,0.0,0.819,0,-2.922,0.155
1625,627,395,52.507,0.0,0.559,0,3.142,0.093
1625,627,403,66.139,0.0,0.502,0,-2.647,0.083
1625,627,427,37.505,0.0,0.64,0,3.142,0.109
1625,627,442,30.004,0.0,0.69,0,3.142,0.12
1625,627,530,15.002,0.0,0.816,0,3.142,0.154
1625,627,54,71.149,0.0,0.484,0,-0.943,0.079
1625,627,606,7.501,0.0,0.899,0,3.142,0.194
1625,627,643,7.501,0.0,0.899,0,0.0,0.194
1625,627,683,15.002,0.0,0.816,0,0.0,0.154
1625,627,703,22.503,0.0,0.748,0,0.0,0.133
1625,627,734,37.5,0.0,0.64,0,-0.002,0.109
1625,627,795,43.643,0.0,0.604,0,-0.292,0.102
1625,627,909,54.562,0.0,0.55,0,-0.698,0.091
1625,627,912,59.662,0.0,0.528,0,-0.795,0.087
1626,357,126,18.173,0.0,0.786,0,1.394,0.144
1626,357,132,50.481,0.0,0.569,0,1.507,0.095
1626,357,136,75.572,0.0,0.469,0,0.317,0.077
1626,357,137,41.04,0.0,0.619,0,2.43,0.105
1626,357,138,4.31,0.0,0.939,1,0.734,0.285
1626,357,143,28.132,0.0,0.703,0,1.881,0.123
1626,357,146,53.313,0.0,0.556,0,2.615,0.093
1626,357,150,40.892,0.0,0.62,0,1.571,0.105
1626,357,179,12.531,0.0,0.842,0,-1.313,0.163
1626,357,186,10.869,0.0,0.86,0,1.272,0.171
1626,357,209,5.615,0.0,0.922,1,-0.964,0.264
1626,357,215,19.876,0.0,0.77,0,-1.409,0.14
1626,357,242,27.306,0.0,0.709,0,-1.453,0.124
1626,357,249,45.006,0.0,0.597,0,-1.571,0.1
1626,357,253,78.397,0.0,0.46,0,1.571,0.075
1626,357,254,76.695,0.0,0.465,0,-1.657,0.076
1626,357,258,70.896,0.0,0.485,0,1.571,0.08
1626,357,269,34.766,0.0,0.657,0,-1.479,0.113
1626,357,271,77.701,0.0,0.462,0,-1.753,0.076
1626,357,274,42.241,0.0,0.612,0,-1.495,0.103
1626,357,286,57.211,0.0,0.538,0,-1.515,0.089
1626,357,303,22.503,0.0,0.748,0,-1.571,0.133
1626,357,306,61.498,0.0,0.52,0,0.394,0.086
1626,357,314,15.002,0.0,0.816,0,-1.571,0.154
1626,357,324,7.501,0.0,0.899,0,-1.571,0.194
1626,357,330,35.695,0.0,0.651,0,0.722,0.111
1626,357,365,7.501,0.0,0.899,0,1.571,0.194
1626,357,60,35.903,0.0,0.65,0,0.842,0.111
1626,357,69,53.584,0.0,0.554,0,0.524,0.092
1626,357,70,54.647,0.0,0.55,0,0.446,0.091
1626,357,75,28.23,0.0,0.703,0,1.25,0.122
1626,357,77,72.953,0.0,0.477,0,1.527,0.078
1626,357,88,73.642,0.0,0.475,0,2.769,0.078
1627,116,112,71.349,1.452,0.483,0,0.501,0.097
1627,116,115,23.619,1.374,0.738,0,0.0,0.148
1627,116,120,31.892,1.452,0.676,0,3.041,0.134
1627,116,131,24.44,1.452,0.732,0,3.01,0.147
1627,116,137,28.458,1.452,0.701,0,0.113,0.14
1627,116,141,6.602,1.452,0.91,0,0.506,0.22
1627,116,144,21.022,1.452,0.76,0,0.153,0.154
1627,116,145,38.665,1.45,0.633,0,0.0,0.125
1627,116,146,13.656,1.452,0.83,0,0.237,0.176
1627,116,148,35.921,1.452,0.65,0,0.089,0.128
1627,116,162,8.355,0.819,0.889,0,0.0,0.197
1627,116,163,9.269,0.508,0.878,0,3.142,0.186
1627,116,168,18.105,0.739,0.786,0,3.142,0.153
1627,116,184,26.99,1.632,0.712,0,3.142,0.144
1627,116,186,63.946,1.452,0.51,0,-0.208,0.102
1627,116,188,64.341,1.452,0.509,0,0.396,0.101
1627,116,189,42.483,0.52,0.611,0,-2.649,0.109
1627,116,20,17.032,1.452,0.797,0,2.953,0.165
1627,116,209,68.631,1.452,0.493,0,-0.423,0.099
1627,116,212,65.474,1.452,0.505,0,0.299,0.101
1627,116,215,76.037,1.452,0.467,0,-0.604,0.094
1627,116,221,40.341,1.452,0.623,0,3.02,0.123
1627,116,225,71.478,1.452,0.483,0,0.591,0.097
1627,116,314,70.809,1.452,0.485,0,-0.576,0.097
1627,116,343,56.254,1.452,0.542,0,2.378,0.108
1627,116,385,67.505,1.452,0.497,0,2.217,0.099
1627,116,468,75.242,1.452,0.47,0,0.589,0.094
1627,116,56,16.004,1.361,0.806,0,0.0,0.167
1627,116,694,41.134,1.452,0.618,0,2.714,0.122
1627,116,77,79.653,1.452,0.456,0,0.667,0.092
1627,116,82,40.608,1.452,0.621,0,-3.042,0.123
1627,116,88,9.767,1.452,0.872,0,2.808,0.195
1627,116,96,31.158,1.447,0.681,0,0.0,0.135
1627,116,98,3.636,1.452,0.948,1,2.066,0.318
1628,437,105,3.618,0.0,0.949,1,-2.056,0.301
1628,437,108,27.509,0.0,0.708,0,0.986,0.124
1628,437,111,55.076,0.0,0.548,0,1.291,0.091
1628,437,142,9.73,0.0,0.873,0,-2.806,0.177
1628,437,149,24.402,0.0,0.732,0,-3.01,0.129
1628,437,15,30.004,0.0,0.69,0,3.142,0.12
1628,437,248,36.122,0.0,0.649,0,1.037,0.111
1628,437,251,29.91,0.0,0.69,0,0.909,0.12
1628,437,294,24.433,0.0,0.732,0,0.719,0.129
1628,437,361,37.505,0.0,0.64,0,3.142,0.109
1628,437,398,18.349,0.0,0.784,0,0.06,0.143
1628,437,423,13.693,0.0,0.83,0,-0.236,0.158
1628,437,425,15.002,0.0,0.816,0,3.142,0.154
1628,437,430,7.501,0.0,0.899,0,3.142,0.194
1628,437,495,6.636,0.0,0.909,0,-0.503,0.202
1628,437,504,7.501,0.0,0.899,0,0.0,0.194
1628,437,511,14.861,0.0,0.818,0,0.034,0.154
1628,437,542,16.994,0.0,0.797,0,-2.952,0.147
1628,437,560,17.136,0.0,0.796,0,0.481,0.147
1628,437,600,69.619,0.0,0.489,0,1.351,0.08
1628,437,73,21.655,0.0,0.755,0,0.793,0.135
1628,437,86,78.287,0.0,0.46,0,1.334,0.075
1629,235,103,62.45,0.0,0.516,0,2.304,0.085
1629,235,105,60.238,0.0,0.525,0,-1.911,0.087
1629,235,108,30.824,0.0,0.684,0,-1.675,0.118
1629,235,110,67.7,0.0,0.496,0,2.386,0.082
1629,235,111,3.266,0.0,0.953,1,-2.94,0.31
1629,235,124,23.377,0.0,0.74,0,-1.708,0.132
1629,235,135,53.584,0.0,0.554,0,2.094,0.092
1629,235,15,72.209,0.0,0.48,0,-2.305,0.079
1629,235,210,15.002,0.0,0.816,0,1.571,0.154
1629,235,228,7.501,0.0,0.899,0,1.571,0.194
1629,235,236,7.501,0.0,0.899,0,-1.571,0.194
1629,235,240,15.002,0.0,0.816,0,-1.571,0.154
1629,235,244,44.113,0.0,0.602,0,1.774,0.101
1629,235,248,22.503,0.0,0.748,0,-1.571,0.133
1629,235,251,30.004,0.0,0.69,0,-1.571,0.12
1629,235,41,58.141,0.0,0.534,0,2.304,0.089
1629,235,437,56.661,0.0,0.541,0,-1.901,0.09
1629,235,495,58.169,0.0,0.534,0,-1.789,0.089
1629,235,50,7.558,0.0,0.898,0,2.008,0.193
1629,235,504,54.689,0.0,0.549,0,-1.771,0.091
1629,235,542,66.754,0.0,0.5,0,-2.124,0.082
1629,235,567,15.979,0.0,0.807,0,-1.772,0.15
1629,235,590,8.76,0.0,0.884,0,-1.945,0.184
1629,235,600,14.701,0.0,0.819,0,1.79,0.155
1629,235,624,22.083,0.0,0.751,0,1.716,0.134
1629,235,64,57.701,0.0,0.536,0,2.207,0.089
1629,235,660,29.525,0.0,0.693,0,1.679,0.12
1629,235,73,38.293,0.0,0.635,0,-1.654,0.108
1629,235,81,73.822,0.0,0.475,0,1.571,0.078
1630,67,109,7.501,0.0,0.899,0,-1.571,0.194
1630,67,123,28.551,0.0,0.7,0,-0.992,0.122
1630,67,143,79.761,0.0,0.455,0,1.679,0.074
1630,67,180,76.71,0.0,0.465,0,-2.868,0.076
1630,67,190,41.84,0.0,0.614,0,-2.624,0.104
1630,67,209,48.0,0.0,0.581,0,1.504,0.097
1630,67,226,15.002,0.0,0.816,0,-1.571,0.154
1630,67,230,4.31,0.0,0.939,1,0.734,0.285
1630,67,239,33.252,0.0,0.667,0,-0.802,0.115
1630,67,249,7.501,0.0,0.899,0,1.571,0.194
1630,67,254,24.798,0.0,0.729,0,-1.84,0.129
1630,67,269,18.173,0.0,0.786,0,1.394,0.144
1630,67,271,27.753,0.0,0.706,0,-2.104,0.123
1630,67,274,10.869,0.0,0.86,0,1.272,0.171
1630,67,276,32.219,0.0,0.674,0,-2.306,0.116
1630,67,282,26.981,0.0,0.712,0,-0.875,0.125
1630,67,283,43.718,0.0,0.604,0,-2.563,0.102
1630,67,286,5.615,0.0,0.922,1,-0.964,0.264
1630,67,293,15.002,0.0,0.816,0,1.571,0.154
1630,67,295,32.308,0.0,0.674,0,-0.696,0.116
1630,67,301,22.503,0.0,0.748,0,1.571,0.133
1630,67,303,30.004,0.0,0.69,0,1.571,0.12
1630,67,322,38.369,0.0,0.635,0,-0.57,0.108
1630,67,323,44.867,0.0,0.598,0,-0.48,0.101
1630,67,33,62.396,0.0,0.517,0,-2.803,0.085
